id,exp,sol
CAR181,3,0
CAR183,4,5
CAR184,5,5
CAR18,0,0
CAR190,4,0
CAR1,0,0
CAR21,0,0
CAR22,3,0
CAR23,0,0
CAR24,5,5
CAR26,5,5
CAR28,0,0
CAR29,0,0
CAR2,5,0
CAR30,5,2
CAR31,0,0
CAR33,0,0
CAR34,5,0
CAR35,5,0
CAR36,5,0
CAR37,0,0
CAR38,0,0
CAR48,5,3
CAR4,0,0
CAR59,4,3
CAR5,0,0
CAR60,5,5
CAR61,0,0
CAR62,3,0
CAR63,4,0
CAR64,0,0
CAR65,2,2
CAR66,0,0
CAR67,0,0
CAR68,2,0
CAR69,0,0
CAR6,4,3
CAR70,3,3
CAR71,0,0
CAR72,2,2
CAR7,5,2
CAR8,2,5
CAR92,0,0
CAR9,5,1
CCR106,1,2
CCR107,0,0
CCR109,0,0
CCR111,4,4
CCR112,0,0
CCR113,5,4
CCR117,0,0
CCR118,0,0
CCR119,4,2
CCR123A,0,0
CCR123,0,0
CCR125,5,4
CCR126,5,3
CCR128,3,3
CCR129,5,4
CCR130,3,4
CCR131,3,4
CCR134,0,0
CCR135,5,4
CCR136,2,2
CCR137,3,3
CCR139,5,2
CCR140,0,0
CCR141,4,0
CCR142,3,0
CCR143,5,0
CCR144,5,4
CCR145,4,4
CCR149,0,0
CCR155,2,0
CCR156,4,4
CCR157,0,0
CCR158,0,0
CCR160,0,0
CCR161,5,5
CCR163,5,5
CCR165,0,0
CCR167,5,3
CCR168,0,0
CCR169,3,4
CCR170,5,5
CCR171,3,5
CCR172,0,0
CCR173,2,2
CCR177,0,0
CCR178,5,3
CCR180,0,0
CCR183,0,0
CCR18,5,4
CCR21,5,5
CCR27,5,5
CCR33,5,0
CCR39,0,1
CCR43,5,0
CCR49,4,4
CCR50,2,3
CCR51,4,4
CCR52,0,0
CCR53,5,5
CCR54,3,3
CCR55,5,5
CCR56,4,3
CCR57,3,3
CCR58,4,1
CCR59,4,1
CCR60,0,0
CCR62,2,0
CCR63,3,4
CCR64,4,4
CCR65,2,0
CCR66,0,0
CCR67,5,4
CCR68,5,4
CCR71,0,0
CCR72,0,0
CCR8,5,5
CDR10,5,5
CDR11,5,5
CDR12,5,2
CDR13,5,5
CDR14,5,5
CDR15,0,0
CDR16,4,3
CDR17,4,1
CDR18,4,4
CDR19,5,0
CDR1,5,5
CDR20,0,0
CDR21,3,0
CDR22,3,0
CDR24,2,0
CDR25,0,0
CDR26,0,0
CDR2,5,4
CDR3,5,5
CDR44,5,5
CDR45,4,5
CDR4,5,5
CDR52,4,3
CDR54,2,2
CDR5,5,3
CDR63,2,5
CDR6,3,5
CDR74,5,0
CDR75,5,4
CDR76A,5,2
CDR76B,4,0
CDR77,4,5
CDR78B,0,0
CDR78,5,5
CDR79,3,5
CDR7,5,5
CDR80A,0,0
CDR80B,0,0
CDR81A,5,2
CDR81B,1,5
CDR81,5,5
CDR82B,5,0
CDR82C,5,0
CDR82D,0,0
CDR82E,0,0
CDR82F,0,0
CDR83,2,5
CDR84,2,3
CDR85,3,0
CDR86,3,0
CDR88,4,5
CDR8,3,3
CDR91A,5,3
CDR91B,0,0
CDR91,0,0
CDR94,5,0
CDR9,5,5
CFR11,2,3
CFR12,0,0
CFR15,4,5
CFR16,3,0
CFR17,0,0
CFR18,5,5
CFR19,3,5
CFR1,4,2
CFR20,5,5
CFR21,3,5
CFR2,2,5
CFR3,5,5
CFR4,3,5
CFR5,0,0
CFR6,5,2
CFR7,4,5
CFR9,5,5
CGR101,5,5
CGR103,4,0
CGR104,5,4
CGR107A,4,0
CGR107,0,0
CGR108,5,1
CGR109A,5,5
CGR10,0,0
CGR117,5,5
CGR119A,5,0
CGR119,3,0
CGR11,4,3
CGR120,5,3
CGR12,4,0
CGR13,5,0
CGR14,4,2
CGR1,3,4
CGR2,3,3
CGR30,5,3
CGR31,5,0
CGR33,4,3
CGR35,4,3
CGR36,4,3
CGR37,4,4
CGR38,4,4
CGR3,4,4
CGR42,5,5
CGR43,5,5
CGR44,5,5
CGR45,5,3
CGR47,3,3
CGR48,0,0
CGR49,0,0
CGR4,0,0
CGR50,5,2
CGR51,0,0
CGR52,5,4
CGR53,5,5
CGR54,0,0
CGR55,5,0
CGR58,0,0
CGR59A,0,0
CGR5,3,0
CGR63A,4,3
CGR63,0,0
CGR64A,3,3
CGR64,0,0
CGR6,0,0
CGR72,0,0
CGR73,5,3
CGR74,4,4
CGR75,0,0
CGR77,5,5
CGR78,5,0
CGR79,5,0
CGR7,3,3
CGR80,0,0
CGR81,5,3
CGR83,5,0
CGR84,5,0
CGR87A,0,0
CGR87B,3,0
CGR87C,0,0
CGR87,0,0
CGR88A,0,0
CGR88B,0,0
CGR88C,0,0
CGR88D,5,0
CGR88E,5,0
CGR88F,3,2
CGR88,3,0
CGR89A,0,0
CGR89B,1,0
CGR89C,0,0
CGR89D,0,0
CGR89,5,3
CGR8,4,5
CGR90A,0,0
CGR90B,0,0
CGR90C,0,0
CGR90,5,0
CGR91A,4,0
CGR91B,5,0
CGR91,4,4
CGR92,5,3
CGR93,5,2
CGR95,0,0
CGR96,3,0
CGR98,4,0
CGR9,3,4
CHR10,5,0
CHR12,5,0
CHR1,5,0
CHR29,4,5
CHR2,4,0
CHR3,5,5
CHR45,3,0
CHR4,0,0
CHR5,0,0
CHR6,5,0
CMR12,5,3
CMR14,2,1
CMR15,5,4
CMR16,5,0
CMR17,5,5
CMR1,5,0
CMR20,0,0
CMR2,5,4
CMR32,0,0
CMR34,5,5
CMR3,5,5
CMR4,0,0
CMR5,5,5
CMR6,5,0
CMR7,0,0
CMR8,5,5
CMR9,5,5
CPR102,0,0
CPR108,4,0
CPR10,5,1
CPR11,5,5
CPR123,5,5
CPR124,3,2
CPR126,0,0
CPR127A,3,0
CPR127B,0,0
CPR127,0,0
CPR128,3,5
CPR12,5,0
CPR130,4,5
CPR131A,0,0
CPR131,4,5
CPR132,4,5
CPR133,0,0
CPR138,5,4
CPR13,0,0
CPR140,2,2
CPR141,0,0
CPR142,2,5
CPR143,0,0
CPR144,3,5
CPR146,0,0
CPR14,0,0
CPR15,5,1
CPR16,5,3
CPR17,5,3
CPR18,5,5
CPR19,5,5
CPR1,0,0
CPR20,5,5
CPR21,3,3
CPR24,0,0
CPR51,5,5
CPR52,5,5
CPR53,5,4
CPR54,4,3
CPR55,3,3
CPR56,5,2
CPR57,2,2
CPR58,2,2
CPR5,5,5
CPR60,5,5
CPR61,5,5
CPR62,5,5
CPR63,5,5
CPR64,2,2
CPR65,4,2
CPR66,3,0
CPR67,0,0
CPR68,2,2
CPR69,0,0
CPR6,0,0
CPR70,3,2
CPR88,3,4
CPR89,2,1
CPR8,0,0
CPR95,3,5
CPR9,5,0
CR13,5,0
CR27,5,0
CR36,5,0
CR3,5,5
CR5,5,0
CR7,1,0
CR9,5,0
CSR100,4,3
CSR101,5,0
CSR104,5,0
CSR105,0,0
CSR106,5,0
CSR107,5,0
CSR110,5,5
CSR111,3,2
CSR112,4,0
CSR114,0,0
CSR116,5,0
CSR117,5,5
CSR119,3,2
CSR121,5,0
CSR124,5,2
CSR126,0,0
CSR128,5,0
CSR129,3,0
CSR130,5,5
CSR131,4,5
CSR132,5,2
CSR133,5,5
CSR137,5,5
CSR141,5,5
CSR142,3,2
CSR143,5,5
CSR144,5,5
CSR145,4,4
CSR147,3,2
CSR149,5,5
CSR150,4,0
CSR152,3,0
CSR153A,1,0
CSR153B,1,0
CSR153C,1,0
CSR153,5,3
CSR154A,4,0
CSR154,4,5
CSR159,5,5
CSR15A,5,4
CSR161,5,0
CSR177A,3,0
CSR177B,0,0
CSR178A,5,5
CSR188,4,0
CSR199,0,0
CSR28,4,0
CSR30,5,0
CSR32,5,0
CSR33,4,0
CSR35,0,0
CSR37,4,0
CSR38,4,0
CSR41,0,0
CSR42,0,0
CSR43,0,0
CSR44,5,3
CSR46,5,2
CSR48,5,0
CSR50A,3,0
CSR77,5,0
CSR80,5,3
CSR84,5,0
CSR93,5,5
CTR100,5,3
CTR102,5,5
CTR104,5,4
CTR106A,5,0
CTR106B,5,0
CTR106,5,5
CTR107A,2,0
CTR107B,5,5
CTR107C,0,0
CTR107D,0,0
CTR107,5,5
CTR108A,4,0
CTR108B,4,2
CTR108C,4,2
CTR109,2,5
CTR110A,3,0
CTR110B,3,0
CTR110C,3,2
CTR110,3,3
CTR113,0,0
CTR114,5,5
CTR115,3,5
CTR117,4,1
CTR118,0,0
CTR120,5,1
CTR121,5,5
CTR123,4,1
CTR124,1,3
CTR126,0,0
CTR127,3,5
CTR128,4,4
CTR12,5,5
CTR13,5,1
CTR15,5,1
CTR17A,5,4
CTR17,4,4
CTR18,5,5
CTR19,3,3
CTR1,0,0
CTR20,5,5
CTR21,5,5
CTR23,5,0
CTR24,5,4
CTR25,5,0
CTR26,3,0
CTR30,1,5
CTR31,1,5
CTR32,1,3
CTR35,1,2
CTR36,5,5
CTR37A,0,0
CTR37,0,0
CTR38,3,4
CTR39,5,4
CTR3,0,0
CTR40,5,4
CTR41,3,0
CTR42,4,1
CTR43,1,0
CTR44,5,1
CTR45,2,0
CTR6,2,3
CTR70,2,0
CTR7,5,3
CTR87,5,0
CTR8,5,5
CTR91,5,0
CTR93,5,0
CTR94,5,0
CTR96,0,0
CTR98,5,0
CTR99,0,0
CTR9,3,2
CVR103,5,2
CVR104,2,2
CVR107,5,3
CVR108,4,3
CVR10,2,0
CVR110,5,5
CVR115,5,5
CVR116,5,3
CVR117,3,2
CVR118,4,2
CVR11,0,0
CVR121,4,0
CVR122,5,4
CVR124A,0,0
CVR124,3,3
CVR12,5,5
CVR131,4,4
CVR132,0,0
CVR133,2,0
CVR134,5,5
CVR137,2,2
CVR13,5,5
CVR143,2,0
CVR144,2,3
CVR145,2,2
CVR147,5,2
CVR149,5,4
CVR14,0,0
CVR150,0,0
CVR153,3,5
CVR154,4,0
CVR157,3,0
CVR158,4,3
CVR15,5,5
CVR161,2,2
CVR162,2,2
CVR163,3,0
CVR165,5,2
CVR166,2,2
CVR167,0,0
CVR169,4,0
CVR16,2,5
CVR170,0,0
CVR171,0,0
CVR172,5,0
CVR173,0,0
CVR174,5,5
CVR175,0,0
CVR176,4,4
CVR177,0,0
CVR179,5,5
CVR17,5,0
CVR180,1,0
CVR181,4,5
CVR184,5,5
CVR185A,5,0
CVR187,3,0
CVR18,5,3
CVR191,5,5
CVR192,4,0
CVR193,0,0
CVR196,5,5
CVR198A,3,0
CVR19,5,5
CVR1,5,5
CVR20,3,3
CVR21,5,0
CVR22,5,5
CVR23,5,5
CVR24,0,0
CVR25,5,5
CVR26,3,3
CVR27,2,5
CVR28,5,5
CVR29,5,2
CVR2,0,0
CVR30,5,5
CVR32,5,5
CVR33,3,2
CVR34,5,0
CVR36,0,0
CVR38,0,0
CVR3,0,0
CVR4,5,2
CVR51A,4,3
CVR53A,0,0
CVR5,5,5
CVR60,0,0
CVR61,0,0
CVR62,3,3
CVR63,0,0
CVR64,0,0
CVR65,4,5
CVR66,5,4
CVR67,5,2
CVR68,5,5
CVR69,5,5
CVR6,3,2
CVR70,0,0
CVR71,5,5
CVR72,3,1
CVR73,5,4
CVR75,5,4
CVR76,5,2
CVR7,5,5
CVR94,4,3
CVR95,5,4
CVR9,5,0
DR17,2,1
DR18,0,0
DR19,1,0
DR1,5,3
DR20,0,0
DR21,4,2
DR22,4,4
DR23,3,3
DR24,4,4
DR25,5,1
DR26,4,0
DR27,3,3
DR28,3,5
DR29,0,0
DR30,5,5
DR31,3,3
DR32,4,4
DR34,2,3
DR35,5,4
DR36,5,5
DR37,0,0
DR47,3,0
DR48,5,5
DR49,0,0
DR50,5,3
DR51,4,3
DR54,4,1
DR55,4,0
DR56,4,4
DR57,2,2
DR58,5,5
DR59,4,4
DR60,0,0
DR62,4,5
DR64,5,5
DR73,5,5
DR74,5,5
DR75,0,0
DR76,5,2
DRR100,0,0
DRR101,2,0
DRR104,2,0
DRR107,2,2
DRR108,5,4
DRR111,0,0
DRR112,4,5
DRR123,4,3
DRR124,0,0
DRR125,5,5
DRR127,0,0
DRR130,5,5
DRR134,0,0
DRR136,0,0
DRR138,0,0
DRR139,0,0
DRR140,5,0
DRR141,0,0
DRR142,3,0
DRR143,5,0
DRR146,0,0
DRR152,1,0
DRR153,3,5
DRR156,0,0
DRR157,5,5
DRR158,1,0
DRR159,3,5
DRR42,0,0
DRR43,5,4
DRR44,4,5
DRR47,5,4
DRR48,5,0
DRR50,5,0
DRR51,0,0
DRR52,5,5
DRR53,3,3
DRR54,5,5
DRR55,5,5
DRR56A,0,0
DRR56,3,2
DRR57,5,5
DRR58,0,0
DRR59,5,5
DRR60,3,4
DRR61,0,0
DRR62,4,0
DRR63,5,5
DRR64,5,5
DRR82,5,5
DRR83,2,1
DRR84,4,3
DRR85,4,3
DRR87,3,3
DRR88,5,3
DRR92,2,4
DRR93,2,2
DRR94,2,2
DRR95,0,0
DRR96,3,2
DVR102,5,0
DVR103,0,0
DVR104,0,0
DVR106,0,0
DVR109,0,0
DVR117,0,0
DVR118,0,0
DVR119,0,0
DVR122,0,0
DVR125,0,0
DVR126,4,5
DVR127,5,4
DVR128,4,5
DVR131,4,1
DVR132,3,5
DVR134,0,0
DVR137,0,0
DVR138,5,5
DVR140,4,5
DVR141,0,0
DVR142,5,4
DVR143,0,0
DVR145,5,5
DVR150,5,5
DVR151,5,2
DVR152,5,1
DVR153,1,5
DVR154,5,5
DVR155,5,0
DVR156,3,5
DVR158,4,5
DVR159,5,4
DVR160,5,3
DVR168,5,5
DVR169A,0,0
DVR169,2,0
DVR178,5,5
DVR179A,2,0
DVR189,5,2
DVR203,4,2
DVR23,5,5
DVR24A,0,0
DVR30,0,0
DVR31,1,3
DVR37,1,1
EFR100,5,5
EFR103,3,3
EFR104,4,5
EFR105,5,5
EFR106,4,5
EFR108,0,0
EFR109,4,5
EFR10,5,5
EFR111,5,5
EFR113,0,0
EFR114,5,4
EFR115,5,3
EFR116,4,5
EFR117,4,3
EFR11,5,5
EFR122,0,0
EFR126,4,4
EFR127,5,3
EFR12,5,5
EFR130A,5,3
EFR130B,5,4
EFR131,5,2
EFR134A,4,0
EFR134B,5,0
EFR134,5,3
EFR135,5,0
EFR136,5,2
EFR137,5,5
EFR139,4,5
EFR13,5,3
EFR140,5,0
EFR142,4,3
EFR143,4,5
EFR145,5,3
EFR147,5,5
EFR149,4,4
EFR14,5,5
EFR150,4,5
EFR151,1,4
EFR153,5,5
EFR154,5,2
EFR155,4,5
EFR159,5,5
EFR15,4,5
EFR161,5,2
EFR164,5,5
EFR16,5,4
EFR17,5,5
EFR18,5,5
EFR1,5,5
EFR20,5,5
EFR23,5,5
EFR24,5,3
EFR25,5,5
EFR26,5,5
EFR28,5,5
EFR2,5,5
EFR30,5,5
EFR31,5,5
EFR32,5,5
EFR33,5,5
EFR35,5,5
EFR36,5,5
EFR37,5,1
EFR38,5,5
EFR39,5,5
EFR3,5,5
EFR41,5,5
EFR42,2,4
EFR43,3,3
EFR44,5,5
EFR45,3,3
EFR46,0,0
EFR47,3,3
EFR48,5,4
EFR49,3,3
EFR50,4,4
EFR51,3,3
EFR52,4,2
EFR53,5,5
EFR54,5,5
EFR55,4,3
EFR56,5,5
EFR57,3,3
EFR58,5,5
EFR59,4,4
EFR5,5,5
EFR60,5,5
EFR61,5,5
EFR62,4,4
EFR63,3,3
EFR64,4,4
EFR65,2,2
EFR66,5,0
EFR67,2,1
EFR68,2,2
EFR69,5,3
EFR70,5,5
EFR71,0,0
EFR72,0,0
EFR74,5,5
EFR75,3.5,5
EFR76,0,0
EFR77,2.5,1
EFR78,0,0
EFR79,0,0
EFR80,5,5
EFR81,3,3
EFR82,5,5
EFR84,4,4
EFR8,5,5
EFR93,4,5
EFR95,3,0
EFR97,4,3
ER107,5,5
ER144A,0,0
ER145A,5,0
ER147A,3,0
ER148A,5,0
ER151A,0,0
ER152A,0,0
ER152,4,0
ER153A,5,0
ER154A,0,0
ER155A,5,0
ER156A,0,0
ER157A,5,3
ER158A,0,0
ER159A,5,3
ER160A,0,0
ER161A,3,0
ER162A,5,0
ER163A,5,0
ER164A,5,0
ER165A,0,0
ER167A,5,0
ER168A,5,0
ER169A,0,0
ER170A,5,2
ER172,2,0
ER173,0,0
ER174,3,3
ER175,5,5
ER176,1,0
ER177,0,0
ER178,3,0
ER179,0,0
ER181,0,0
ER183,3,2
ER184,2,3
ER20,0,0
ER21,5,5
ER225,5,3
ER226,0,5
ER227,3,2
ER228,0,0
ER229,0,0
ER22,5,2
ER230,3,3
ER231,5,5
ER232,3,3
ER234,2,2
ER235A,0,0
ER235,0,0
ER236,5,5
ER237,4,5
ER238,5,2
ER239,0,0
ER240,5,5
ER241,2,1
ER241S,5,0
ER242,0,0
ER243,2,1
ER244,4,5
ER245,0,0
ER246,3,3
ER247A,5,4
ER247,2,5
ER248,3,1
ER249,5,3
ER250,5,0
ER251,5,5
ER252,0,0
ER254,3,3
ER255,1,0
ER256,3,0
ER257,2,4
ER258,1,2
ER259,5,4
ER25,5,5
ER260,5,5
ER261,4,3
ER262,0,0
ER263,5,5
ER264,5,2
ER265A,5,5
ER265,5,5
ER266,5,5
ER267,5,3
ER268,5,5
ER269,5,0
ER26,5,5
ER26S,5,3
ER270,2,2
ER271,5,5
ER272,5,0
ER274,5,5
ER275,5,5
ER276,3,3
ER277,5,1
ER278,2,2
ER279,0,0
ER280,5,5
ER281,5,4
ER282,5,5
ER283,5,5
ER284,5,2
ER285,5,2
ER286,5,2
ER287,0,0
ER288,5,5
ER290,5,5
ER291,4,0
ER292,5,3
ER293,4,5
ER294,5,4
ER295,5,0
ER296,5,5
ER297,5,5
ER298,2,1
ER299,4,4
ER300,1,0
ER301,5,0
ER302,5,5
ER303,0,0
ER304,5,5
ER305,5,5
ER305S,5,0
ER306,3,1
ER307,1,1
ER308,5,0
ER309,5,5
ER310,3,4
ER311,0,0
ER312,1,2
ER313,5,5
ER314,5,5
ER315,2,3
ER316,5,4
ER317,3,5
ER318,0,0
ER319,2,0
ER320,4,3
ER321,2,2
ER322,3,2
ER323,5,1
ER324,5,5
ER325,4,5
ER326,0,0
ER327,5,2
ER328,2,3
ER329,5,0
ER330,3,1
ER331,4,4
ER332,0,0
ER334,4,2
ER335,4,1
ER336,5,5
ER336S,5,5
ER337,3,3
ER338,0,0
ER338S,3,2
ER339,4,2
ER340,2,2
ER341,5,0
ER342,0,0
ER343,0,0
ER344,5,5
ER345,4,2
ER346,4,0
ER347A,0,0
ER347,0,0
ER349,0,0
ER34,5,5
ER350,0,0
ER351,0,0
ER352,4,3
ER353,5,5
ER355,5,5
ER356,0,0
ER357,5,5
ER358,0,0
ER359,5,5
ER360,4,4
ER361,1,0
ER362,5,5
ER363,3,2
ER364,4,4
ER364S,4,3
ER365A,4,4
ER365,0,0
ER365S,2,2
ER365ST,4,5
ER366,4,4
ER367,3,1
ER368,0,0
ER368S,2,0
ER369,1,3
ER370,0,0
ER371,3,1
ER373,0,0
ER374,4,4
ER374S,2,1
ER376,5,5
ER377,0,0
ER378,0,0
ER379,0,0
ER37,5,5
ER381,5,3
ER382A,5,5
ER382,2,1
ER383,4,0
ER384,5,5
ER38,5,0
ER393,4,5
ER394,4,5
ER395A,2,3
ER395,0,0
ER395S,0,0
ER396,0,0
ER396S,3,3
ER397,4,5
ER398,0,0
ER398S,1,1
ER399,3,4
ER400,1,1
ER400S,2,2
ER401,1,1
ER402,3,4
ER403,3,3
ER403S,3,1
ER404S,1,1
ER410,0,0
ER411,5,5
ER412,0,0
ER413,3,2
ER414,4,2
ER415,5,5
ER416,0,0
ER417,3,1
ER418,0,0
ER418S,4,1
ER419,0,0
ER419S,4,2
ER41,5,5
ER420,1,1
ER420S,4,2
ER421,1,0
ER421S,4,2
ER422,0,0
ER423,0,0
ER425,0,0
ER426,0,0
ER427,5,5
ER428,0,0
ER429A,0,0
ER429,3,4
ER430,0,0
ER431,0,0
ER432S,1,2
ER433,4,0
ER434,4,1
ER435,1,3
ER436,5,5
ER437,5,5
ER438,0,0
ER439,4,2
ER440,4,0
ER441,0,0
ER441S,0,0
ER443,4,5
ER444S,1,0
ER445,5,3
ER446,0,0
ER448,4,1
ER449,2,4
ER450,3,3
ER451,3,3
ER452,2,0
ER453,3,0
ER454,4,0
ER455,0,0
ER456A,4,5
ER456,0,0
ER457,4,2
ER458,4,0
ER459,4,5
ER460,4,0
ER461,3,4
ER462,3,0
ER464,0,0
ER464S,0,0
ER465,0,0
ER468,0,0
ER468S,0,0
ER469,4,2
ER471,0,0
ER472,0,0
ER473,0,0
ER474,2,5
ER475,4,0
ER476,2,5
ER476S,2,5
ER478,1,1
ER478S,0,0
ER479,0,0
ER480,3,4
ER481A,0,0
ER481,0,0
ER482A,0,0
ER482,0,0
ER483,0,0
ER484,0,0
ER485,3,1
ER487,0,0
ER488,0,0
ER490,0,0
ER492,0,0
ER493,0,0
ER494,0,0
ER495,0,0
ER497,0,0
ER498,0,0
ER499,3,1
ER500,0,0
ER501,0,0
ER51,5,5
ER51S,4,4
ER524,0,0
ER528,0,0
ER529,0,0
ER532,0,0
ER533,0,0
ER538,5,5
ER539,0,0
ER540,4,5
ER541,4,5
ER542,5,5
ER543,5,5
ER544,4,4
ER545,4,4
ER546,0,0
ER548,5,5
ER549,5,5
ER550,4,4
ER551,5,5
ER552,5,4
ER553,5,5
ER554,5,4
ER555,5,4
ER556,5,0
ER557,5,5
ER558,0,0
ER559,5,5
ER560,5,5
ER561,0,0
ER563,0,0
ER564,5,5
ER565,5,4
ER567,4,0
ER568,4,0
ER56,5,5
ER570,0,0
ER571,5,5
ER572,4,0
ER573,4,0
ER574,5,5
ER575,4,5
ER576,4,3
ER577,4,4
ER579,3,2
ER580,4,0
ER583,4,3
ER584A,0,0
ER585,5,5
ER586,5,3
ER587,5,0
ER588,4,3
ER589,0,0
ER58,5,5
ER591,5,5
ER592,5,4
ER594,4,4
ER595,5,4
ER596,5,5
ER597,4,3
ER598,3,5
ER599,5,5
ER602A,4,4
ER603,5,3
ER604,5,4
ER605,0,0
ER606,5,4
ER607,4,4
ER608,2,2
ER609,3,0
ER610,5,4
ER611,0,0
ER613,2,0
ER614,5,5
ER619,0,0
ER622,3,1
ER624,5,0
ER625,4,5
ER626,4,0
ER628,4,2
ER630A,2,0
ER630B,5,0
ER631A,3,0
ER631B,3,0
ER631C,2,1
ER631D,5,1
ER631E,4,1
ER631F,3,1
ER632A,5,0
ER632B,4,1
ER632C,3,1
ER632D,4,0
ER633A,0,0
ER633B,0,0
ER633C,0,0
ER634,5,5
ER635,4,2
ER636,5,1
ER638,3,2
ER639,5,4
ER640,5,0
ER643,0,0
ER67,5,0
ER71,5,0
ER76,3,5
ER79,5,5
ER80,5,5
ER84,4,3
ER84S,4,2
ER85,4,4
ER93,5,3
EWR104,3,5
EWR105,4,4
EWR109,4,5
EWR110,4,4
EWR111,5,3
EWR113,5,2
EWR114,4,2
EWR117,5,5
EWR119,4,3
EWR120,5,4
EWR123,5,0
EWR124,3,2
EWR126,5,3
EWR127,5,5
EWR128,0,0
EWR130,0,0
EWR131,5,5
EWR132,5,5
EWR136A,0,0
EWR139,2,3
EWR141,3,5
EWR144,4,3
EWR145,0,0
EWR147,5,5
EWR148,5,5
EWR14,5,0
EWR153,5,5
EWR154,5,3
EWR155,4,2
EWR156A,5,5
EWR156,5,4
EWR157,0,0
EWR158,5,5
EWR159,4,0
EWR161,5,5
EWR162A,5,5
EWR162B,0,0
EWR162,5,5
EWR163,4,4
EWR164A,0,0
EWR164B,0,0
EWR165A,5,5
EWR165,0,0
EWR166,4,5
EWR167,0,0
EWR168,0,0
EWR170,5,4
EWR171,5,0
EWR172,5,5
EWR178,5,3
EWR179,5,5
EWR17,5,5
EWR181,0,0
EWR182,5,5
EWR18,0,0
EWR192A,3,0
EWR192,5,0
EWR194,5,5
EWR19,0,0
EWR20A,0,0
EWR20,0,0
EWR21,2,3
EWR22A,4,4
EWR22,3,3
EWR24,5,2
EWR25,4,3
EWR26,3,1
EWR27,0,0
EWR29,5,4
EWR30,5,5
EWR31,3,4
EWR32,0,0
EWR33A,4,4
EWR33,1,0
EWR34,5,2
EWR35,4,4
EWR36,5,5
EWR37,3,3
EWR38,2,2
EWR39,2,2
EWR41,5,5
EWR42,2,0
EWR43A,3,4
EWR43,5,2
EWR44,5,5
EWR45,5,4
EWR46,5,0
EWR47,5,0
EWR48,5,1
EWR49,0,0
EWR50,5,5
EWR51,3,3
EWR52,5,0
EWR5,0,0
EWR68,5,4
EWR69,0,0
EWR6,0,0
EWR70,5,4
EWR71,5,4
EWR74A,4,4
EWR74,0,0
EWR75,4,0
EWR77,2,2
EWR78,3,0
EWR7,0,0
EWR98,4,0
EWR99,0,0
FR253,5,2
FR261A,5,0
FR28,3,4
FR464,4,1
FR626A,0,0
FR627A,0,0
FR629A,3,5
FR632A,5,1
GMR100,0,0
GMR101,0,0
GMR107,0,0
GMR108,5,0
GMR109,0,0
GMR110,0,0
GMR111,0,0
GMR112,0,0
GMR113,5,5
GMR114,5,5
GMR115,5,0
GMR116,4,0
GMR117,4,2
GMR118,4,5
GMR119,3,0
GMR120,5,3
GMR122,0,0
GMR123,3,0
GMR124,4,2
GMR125,3,0
GMR126,3,3
GMR127,4,1
GMR128,2,5
GMR129,2,5
GMR12,3,2
GMR130,3,0
GMR131,5,5
GMR133,0,0
GMR134,4,5
GMR135,5,1
GMR136,4,0
GMR137,5,5
GMR138,0,0
GMR139,4,5
GMR13,2,2
GMR140,2,3
GMR141,5,5
GMR142,5,5
GMR144,3,5
GMR145,5,4
GMR146,3,5
GMR147,5,2
GMR148,5,5
GMR149,5,2
GMR14,4,2
GMR150,4,4
GMR151,4,4
GMR152,4,5
GMR155,5,3
GMR15,5,0
GMR16,5,0
GMR17,2,2
GMR21,2,0
GMR23,4,4
GMR24,5,3
GMR25,4,0
GMR26,3,4
GMR27,4,0
GMR28,2,3
GMR29,4,5
GMR2,5,3
GMR31,3,4
GMR32,3,3
GMR33,5,3
GMR34,5,3
GMR35,0,0
GMR36,5,5
GMR37,4,2
GMR38,3,3
GMR39,2,3
GMR3,0,0
GMR40,4,4
GMR41,5,3
GMR42,4,3
GMR43,5,4
GMR4,0,0
GMR5,4,3
GMR65,2,2
GMR67,3,3
GMR69,0,0
GMR6,4,4
GMR73,4,2
GMR74,0,0
GMR75,5,3
GMR76,4,2
GMR78,2,0
GMR79,5,0
GMR7,0,0
GMR80,4,4
GMR81,4,2
GMR82,3,3
GMR83,3,3
GMR87,5,5
GMR89,2,1
GMR8,2,2
GMR90,2,0
GMR94,3,4
GMR95,3,4
GR124,4,4
GR125,4,5
GR126,4,3
GR127,3,0
GR128,4,3
GR129,3,3
GR130,5,2
GR131,4,0
GR132,3,4
GR133,5,1
GR135,5,2
GR136,3,3
GR137,5,4
GR138,5,3
GR139,5,0
GR140,4,1
GR141,5,0
GR151,5,3
GR152,5,0
GR153,5,3
GR154,4,4
GR155,3,3
GR156,5,5
GR157,5,2
GR158,5,5
GR159,5,5
GR160,0,0
GR161,5,0
GR162,0,0
GR163,4,4
GR164,3,5
GR165,5,4
GR167,0,0
GR168,5,1
GR170,5,0
GR175,4,4
GR179,0,0
GR180,5,5
GR181,5,5
GR182,4,0
GR183,4,2
GR184,0,0
GR185A,5,5
GR185B,5,0
GR185C,4,5
GR186A,5,0
GR186B,5,1
GR186C,4,0
GR186,4,5
GR187A,5,1
GR187,3,3
GR188,4,5
GR189,5,5
GR190,0,0
GR193,0,0
GR194,4,0
GR196,4,0
GR198,5,0
GR200,5,0
GR204A,3,0
GR204,5,0
GR205,0,0
GR24,5,3
GR26,5,5
GR29A,5,5
GR30A,5,2
GR31A,5,3
